CourseTitle ,Term ,Faculty ,CourseSection ,Phase ,Area ,Campus ,Meeting Pattern ,Bids ,Closing Cost ,Seats Available ,Total seats ,Enrolled ,Program ,WaitList ,OpenSeats
Business Law ,Summer 2019 ,"McCareins, Mark" ,BLAW-435-0 (81) ,Summer 2019 Bidding Phase I ,BLAW ,Chicago ,Mon 6:00PM - 9:00PM ,9 ,0 ,10 ,10 ,9 ,Weekend ,0 ,1
Finance II ,Summer 2019 ,"Frydman, Carola" ,FINC-431-0 (81) ,Summer 2019 Bidding Phase II ,FINC ,Chicago ,Mon 6:00PM - 9:00PM ,0 ,0 ,0 ,12 ,0 ,Weekend ,0 ,0
Presentation Fundamentals ,Summer 2019 ,"Van Camp, Karen" ,KACI-452-5 (81) ,Summer 2019 Bidding Phase I ,KACI ,Chicago ,Mon 6:00PM - 9:00PM ,16 ,0 ,31 ,31 ,16 ,Evening ,0 ,15
Presentation Fundamentals ,Summer 2019 ,"Van Camp, Karen" ,KACI-452-5 (81) ,Summer 2019 Bidding Phase II ,KACI ,Chicago ,Mon 6:00PM - 9:00PM ,4 ,0 ,16 ,31 ,4 ,Evening ,0 ,12
Presentation Fundamentals ,Summer 2019 ,"Van Camp, Karen" ,KACI-452-5 (82) ,Summer 2019 Bidding Phase I ,KACI ,Chicago ,Mon 6:00PM - 9:00PM ,12 ,0 ,31 ,31 ,12 ,Evening ,0 ,19
Presentation Fundamentals ,Summer 2019 ,"Van Camp, Karen" ,KACI-452-5 (82) ,Summer 2019 Bidding Phase II ,KACI ,Chicago ,Mon 6:00PM - 9:00PM ,2 ,0 ,20 ,31 ,2 ,Evening ,0 ,18
Negotiations Fundamentals ,Spring 2019 ,"Finkel, Eli" ,MORS-472-5 (43) ,Spring 2019 Bidding Phase II ,MORS ,Evanston ,Thu 6:30PM - 9:30PM ,47 ,2094 ,1 ,31 ,1 ,Full-Time ,46 ,0
Board Governance of Non-Profit Organizations ,Spring 2019 ,"Howard, Liz" ,KPPI-455-5 (91) ,Spring 2019 Bidding Phase II ,KPPI ,Chicago ,Mon 6:00PM - 9:00PM ,7 ,2000 ,2 ,28 ,2 ,Evening ,5 ,0
Negotiating in a Virtual World ,Spring 2019 ,"Gai, Shelby" ,MORS-471-5 (41) ,Spring 2019 Bidding Phase II ,MORS ,Evanston ,TBA  ,15 ,1951 ,1 ,43 ,1 ,Full-Time ,14 ,0
Negotiating in a Virtual World ,Spring 2019 ,"Thompson, Leigh" ,MORS-471-5 (41) ,Spring 2019 Bidding Phase II ,MORS ,Evanston ,TBA  ,15 ,1951 ,1 ,43 ,1 ,Full-Time ,14 ,0
Negotiations Fundamentals ,Spring 2019 ,"Finkel, Eli" ,MORS-472-5 (51) ,Spring 2019 Bidding Phase II ,MORS ,Evanston ,Fri 1:30PM - 4:30PM ,20 ,1746 ,1 ,26 ,1 ,Full-Time ,19 ,0
Launching and Leading Startups ,Spring 2019 ,"Cast, Carter" ,KIEI-967-0 (41) ,Spring 2019 Bidding Phase I ,KIEI ,Evanston ,Tue 1:30PM - 4:30PM ,161 ,1592 ,41 ,43 ,41 ,Full-Time ,120 ,0
Presentation Fundamentals ,Spring 2019 ,"Van Camp, Karen" ,KACI-452-5 (42) ,Spring 2019 Bidding Phase II ,KACI ,Evanston ,Mon 6:30PM - 9:30PM ,4 ,1413 ,2 ,5 ,2 ,E&W ,2 ,0
Finance II ,Spring 2019 ,"Hampole, Menaka" ,FINC-431-0 (31) ,Spring 2019 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,21 ,1406 ,2 ,50 ,2 ,Full-Time ,19 ,0
Finance II ,Spring 2019 ,"Matsa, David" ,FINC-431-0 (31) ,Spring 2019 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,21 ,1406 ,2 ,50 ,2 ,Full-Time ,19 ,0
Managerial Leadership ,Spring 2019 ,"Kraemer, Harry" ,KACI-468-0 (81) ,Spring 2019 Bidding Phase I ,KACI ,Chicago ,Wed 6:00PM - 9:00PM ,108 ,1200 ,87 ,94 ,87 ,Evening ,32 ,0
Negotiations Fundamentals ,Spring 2019 ,"Kteily, Nour" ,MORS-472-5 (42) ,Spring 2019 Bidding Phase I ,MORS ,Evanston ,Tue 6:30PM - 9:30PM ,16 ,1090 ,5 ,5 ,5 ,E&W ,11 ,0
Negotiations Fundamentals ,Spring 2019 ,"Finkel, Eli" ,MORS-472-5 (43) ,Spring 2019 Bidding Phase I ,MORS ,Evanston ,Thu 6:30PM - 9:30PM ,14 ,1050 ,5 ,5 ,5 ,E&W ,9 ,0
Launching and Leading Startups ,Spring 2019 ,"Cast, Carter" ,KIEI-967-0 (41) ,Spring 2019 Bidding Phase I ,KIEI ,Evanston ,Tue 1:30PM - 4:30PM ,14 ,1006 ,7 ,7 ,7 ,E&W ,7 ,0
Entrepreneurial Finance and Venture Capital ,Spring 2019 ,"Baker, Scott" ,FINC-445-0 (51) ,Spring 2019 Bidding Phase II ,FINC ,Evanston ,Fri 1:30PM - 4:30PM ,13 ,1001 ,2 ,50 ,2 ,Full-Time ,11 ,0
Negotiations Fundamentals ,Spring 2019 ,"Kteily, Nour" ,MORS-472-5 (82) ,Spring 2019 Bidding Phase II ,MORS ,Chicago ,Thu 6:00PM - 9:00PM ,4 ,1000 ,2 ,5 ,2 ,Weekend ,2 ,0
Negotiations Fundamentals ,Spring 2019 ,"McClanahan, Kaylene" ,MORS-472-5 (82) ,Spring 2019 Bidding Phase II ,MORS ,Chicago ,Thu 6:00PM - 9:00PM ,4 ,1000 ,2 ,5 ,2 ,Weekend ,2 ,0
Persuasive Presentations ,Spring 2019 ,"Van Camp, Karen" ,KACI-450-0 (81) ,Spring 2019 Bidding Phase I ,KACI ,Chicago ,Sat 1:30PM - 4:30PM ,20 ,1000 ,10 ,10 ,10 ,Evening ,10 ,0
Negotiations Fundamentals ,Spring 2019 ,"Kteily, Nour" ,MORS-472-5 (41) ,Spring 2019 Bidding Phase I ,MORS ,Evanston ,Tue 1:30PM - 4:30PM ,68 ,986 ,32 ,33 ,32 ,Full-Time ,36 ,0
Early Stage Impact Investing ,Spring 2019 ,"Seitz, Tasha" ,KPPI-940-0 (41) ,Spring 2019 Bidding Phase I ,KPPI ,Evanston ,Tue 6:30PM - 9:30PM ,14 ,950 ,7 ,7 ,7 ,E&W ,7 ,0
Presentation Fundamentals ,Spring 2019 ,"Van Camp, Karen" ,KACI-452-5 (41) ,Spring 2019 Bidding Phase I ,KACI ,Evanston ,Mon 6:30PM - 9:30PM ,13 ,950 ,5 ,5 ,5 ,E&W ,7 ,0
Negotiations Fundamentals ,Spring 2019 ,"Kteily, Nour" ,MORS-472-5 (42) ,Spring 2019 Bidding Phase I ,MORS ,Evanston ,Tue 6:30PM - 9:30PM ,63 ,907 ,30 ,31 ,30 ,Full-Time ,33 ,0
Leading the Strategic Change Process ,Spring 2019 ,"Chown, Jillian" ,MORS-452-0 (31) ,Spring 2019 Bidding Phase II ,MORS ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,34 ,905 ,3 ,65 ,3 ,Full-Time ,31 ,0
Leading the Strategic Change Process ,Spring 2019 ,"Diaz, Carmen" ,MORS-452-0 (31) ,Spring 2019 Bidding Phase II ,MORS ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,34 ,905 ,3 ,65 ,3 ,Full-Time ,31 ,0
New Venture Discovery ,Spring 2019 ,"Schonthal, David" ,KIEI-462-0 (41) ,Spring 2019 Bidding Phase I ,KIEI ,Evanston ,Tue 1:30PM - 4:30PM ,64 ,800 ,27 ,27 ,27 ,Full-Time ,37 ,0
Negotiations Fundamentals ,Spring 2019 ,"Finkel, Eli" ,MORS-472-5 (44) ,Spring 2019 Bidding Phase I ,MORS ,Evanston ,Tue 1:30PM - 4:30PM ,43 ,757 ,32 ,33 ,32 ,Full-Time ,9 ,0
Negotiations Fundamentals ,Spring 2019 ,"Finkel, Eli" ,MORS-472-5 (51) ,Spring 2019 Bidding Phase I ,MORS ,Evanston ,Fri 1:30PM - 4:30PM ,11 ,752 ,6 ,6 ,6 ,Weekend ,5 ,0
Urban Economic Development and Real Estate Market Analysis ,Spring 2019 ,"Mattoon, Richard" ,REAL-443-5 (41) ,Spring 2019 Bidding Phase II ,REAL ,Evanston ,Thu 6:30PM - 9:30PM ,37 ,750 ,7 ,55 ,7 ,Full-Time ,30 ,0
"Mergers and Acquisitions, LBOs and Corporate Restructuring" ,Spring 2019 ,"Liberti, Jose Maria" ,FINC-448-0 (41) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Mon 6:30PM - 9:30PM ,9 ,748 ,7 ,7 ,7 ,E&W ,2 ,0
Pricing Strategies ,Spring 2019 ,"Chaves, Isaias" ,MECN-446-0 (31) ,Spring 2019 Bidding Phase II ,MECN ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,64 ,740 ,10 ,65 ,10 ,Full-Time ,54 ,0
Strategy and Organization ,Spring 2019 ,"Powell, Michael" ,STRT-452-0 (31) ,Spring 2019 Bidding Phase II ,STRT ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,42 ,733 ,12 ,65 ,12 ,Full-Time ,30 ,0
Personal Leadership Insights ,Spring 2019 ,"Langewisch, Robert" ,KACI-461-5 (34) ,Spring 2019 Bidding Phase I ,KACI ,Evanston ,Tue 10:30AM - 12:00PM ,43 ,725 ,12 ,12 ,12 ,Full-Time ,31 ,0
Personal Leadership Insights ,Spring 2019 ,"Corona, Paul" ,KACI-461-5 (37) ,Spring 2019 Bidding Phase I ,KACI ,Evanston ,Fri 10:30AM - 12:00PM ,29 ,709 ,12 ,12 ,12 ,Full-Time ,17 ,0
Marketing Strategy for Growth and Defense ,Spring 2019 ,"Hennessy, Julie" ,MKTG-466-0 (31) ,Spring 2019 Bidding Phase I ,MKTG ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,157 ,706 ,65 ,65 ,65 ,Full-Time ,92 ,0
Personal Leadership Insights ,Spring 2019 ,"Corona, Paul" ,KACI-461-5 (36) ,Spring 2019 Bidding Phase I ,KACI ,Evanston ,Thu 1:30PM - 3:00PM ,28 ,701 ,12 ,12 ,12 ,Full-Time ,16 ,0
Personal Leadership Insights ,Spring 2019 ,"Ellington Booth, Brenda" ,KACI-461-5 (32) ,Spring 2019 Bidding Phase I ,KACI ,Evanston ,Mon 3:30PM - 5:00PM ,33 ,700 ,12 ,12 ,12 ,Full-Time ,21 ,0
Personal Leadership Insights ,Spring 2019 ,"Langewisch, Robert" ,KACI-461-5 (33) ,Spring 2019 Bidding Phase I ,KACI ,Evanston ,Tue 8:30AM - 10:00AM ,60 ,698 ,12 ,12 ,12 ,Full-Time ,48 ,0
Managerial Accounting ,Spring 2019 ,"Lyle, Matthew" ,ACCT-431-0 (31) ,Spring 2019 Bidding Phase II ,ACCT ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,14 ,667 ,2 ,50 ,2 ,Full-Time ,3 ,0
New Venture Discovery ,Spring 2019 ,"Vehovsky, Gabe" ,KIEI-462-0 (42) ,Spring 2019 Bidding Phase II ,KIEI ,Evanston ,Tue 6:30PM - 9:30PM ,32 ,665 ,10 ,27 ,10 ,Full-Time ,22 ,0
Personal Leadership Insights ,Spring 2019 ,"Ellington Booth, Brenda" ,KACI-461-5 (31) ,Spring 2019 Bidding Phase I ,KACI ,Evanston ,Mon 1:30PM - 3:00PM ,34 ,657 ,12 ,12 ,12 ,Full-Time ,22 ,0
Personal Leadership Insights ,Spring 2019 ,"Murnane, Kevin" ,KACI-461-5 (61) ,Spring 2019 Bidding Phase I ,KACI ,Chicago ,Tue 6:00PM - 9:00PM ,19 ,602 ,12 ,12 ,12 ,Evening ,7 ,0
The Rookie General Manager ,Spring 2019 ,"White, William" ,OPNS-925-5 (31) ,Spring 2019 Bidding Phase I ,OPNS ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,193 ,568 ,66 ,70 ,66 ,Full-Time ,127 ,0
Negotiating in a Virtual World ,Spring 2019 ,"Gai, Shelby" ,MORS-471-5 (41) ,Spring 2019 Bidding Phase I ,MORS ,Evanston ,TBA  ,10 ,566 ,7 ,7 ,7 ,E&W ,3 ,0
Negotiating in a Virtual World ,Spring 2019 ,"Thompson, Leigh" ,MORS-471-5 (41) ,Spring 2019 Bidding Phase I ,MORS ,Evanston ,TBA  ,10 ,566 ,7 ,7 ,7 ,E&W ,3 ,0
Strategies for Growth ,Spring 2019 ,"Mazzeo, Michael" ,STRT-475-5 (41) ,Spring 2019 Bidding Phase I ,STRT ,Evanston ,Mon 6:30PM - 9:30PM ,36 ,563 ,10 ,10 ,10 ,E&W ,26 ,0
Product Management for Technology Companies: An Entrepreneurial Perspective ,Spring 2019 ,"Sawhney, Mohanbir" ,KIEI-458-0 (31) ,Spring 2019 Bidding Phase II ,KIEI ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,6 ,558 ,1 ,65 ,1 ,Full-Time ,4 ,0
Presentation Fundamentals ,Spring 2019 ,"Van Camp, Karen" ,KACI-452-5 (41) ,Spring 2019 Bidding Phase I ,KACI ,Evanston ,Mon 6:30PM - 9:30PM ,112 ,550 ,30 ,31 ,30 ,Full-Time ,82 ,0
Personal Leadership Insights ,Spring 2019 ,"Carroll, Shana" ,KACI-461-5 (35) ,Spring 2019 Bidding Phase I ,KACI ,Evanston ,Tue 3:30PM - 5:00PM ,23 ,529 ,12 ,12 ,12 ,Full-Time ,11 ,0
Selling Yourself and Your Ideas ,Spring 2019 ,"Muchin, Suzanne" ,KACI-940-0 (81) ,Spring 2019 Bidding Phase II ,KACI ,Chicago ,Tue 6:00PM - 9:00PM ,2 ,501 ,2 ,7 ,2 ,Weekend ,0 ,0
Leading the Strategic Change Process ,Spring 2019 ,"Chown, Jillian" ,MORS-452-0 (32) ,Spring 2019 Bidding Phase II ,MORS ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,72 ,500 ,22 ,65 ,22 ,Full-Time ,50 ,0
Leading the Strategic Change Process ,Spring 2019 ,"Boynton, Dylan" ,MORS-452-0 (32) ,Spring 2019 Bidding Phase II ,MORS ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,72 ,500 ,22 ,65 ,22 ,Full-Time ,50 ,0
Services Marketing and Management ,Spring 2019 ,"Jami, Ata" ,MKTG-459-5 (31) ,Spring 2019 Bidding Phase II ,MKTG ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,26 ,440 ,10 ,50 ,10 ,Full-Time ,16 ,0
The Rookie General Manager ,Spring 2019 ,"White, William" ,OPNS-925-5 (32) ,Spring 2019 Bidding Phase I ,OPNS ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,136 ,415 ,69 ,70 ,69 ,Full-Time ,67 ,0
People Analytics and Strategy ,Spring 2019 ,"Friedrich, Benjamin" ,STRT-440-0 (81) ,Spring 2019 Bidding Phase II ,STRT ,Chicago ,Sat 1:30PM - 4:30PM ,3 ,400 ,3 ,16 ,3 ,Evening ,0 ,0
Leader as Coach ,Spring 2019 ,"Ellington Booth, Brenda" ,KACI-462-0 (31) ,Spring 2019 Bidding Phase I ,KACI ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,79 ,397 ,35 ,36 ,35 ,Full-Time ,44 ,0
Intellectual Property for Entrepreneurs ,Spring 2019 ,"Conley, James" ,KIEI-935-5 (41) ,Spring 2019 Bidding Phase II ,KIEI ,Evanston ,Thu 6:30PM - 9:30PM ,18 ,380 ,6 ,27 ,6 ,Full-Time ,12 ,0
Negotiations Fundamentals ,Spring 2019 ,"Kteily, Nour" ,MORS-472-5 (41) ,Spring 2019 Bidding Phase I ,MORS ,Evanston ,Tue 1:30PM - 4:30PM ,3 ,370 ,3 ,3 ,3 ,E&W ,0 ,0
Strategies for Growth ,Spring 2019 ,"Mazzeo, Michael" ,STRT-475-5 (41) ,Spring 2019 Bidding Phase I ,STRT ,Evanston ,Mon 6:30PM - 9:30PM ,254 ,335 ,60 ,62 ,60 ,Full-Time ,194 ,0
Selling Yourself and Your Ideas ,Spring 2019 ,"Muchin, Suzanne" ,KACI-940-0 (81) ,Spring 2019 Bidding Phase I ,KACI ,Chicago ,Tue 6:00PM - 9:00PM ,76 ,311 ,60 ,63 ,60 ,Evening ,16 ,0
Operations Management ,Spring 2019 ,"Bassamboo, Achal" ,OPNS-430-0 (31) ,Spring 2019 Bidding Phase I ,OPNS ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,165 ,306 ,65 ,65 ,65 ,Full-Time ,100 ,0
Managerial Leadership ,Spring 2019 ,"Kraemer, Harry" ,KACI-468-0 (81) ,Spring 2019 Bidding Phase I ,KACI ,Chicago ,Wed 6:00PM - 9:00PM ,12 ,301 ,11 ,16 ,11 ,Weekend ,2 ,0
Persuasive Presentations ,Spring 2019 ,"Van Camp, Karen" ,KACI-450-0 (81) ,Spring 2019 Bidding Phase I ,KACI ,Chicago ,Sat 1:30PM - 4:30PM ,32 ,301 ,26 ,26 ,26 ,Weekend ,6 ,0
Marketing Research and Analytics ,Spring 2019 ,"Bockenholt, Ulf" ,MKTG-450-0 (32) ,Spring 2019 Bidding Phase II ,MKTG ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,39 ,300 ,16 ,48 ,16 ,Full-Time ,23 ,0
Strategic Challenges in Emerging Markets ,Spring 2019 ,"Morjaria, Ameet" ,STRT-466-0 (31) ,Spring 2019 Bidding Phase II ,STRT ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,24 ,300 ,13 ,65 ,13 ,Full-Time ,11 ,0
"Consumers, Culture, and Leadership" ,Spring 2019 ,"Carpenter, Gregory" ,MKTG-918-0 (41) ,Spring 2019 Bidding Phase II ,MKTG ,Evanston ,Mon 6:30PM - 9:30PM ,54 ,300 ,20 ,55 ,20 ,Full-Time ,34 ,0
Biomedical Marketing ,Spring 2019 ,"Calkins, Timothy" ,HCAK-470-0 (31) ,Spring 2019 Bidding Phase II ,HCAK ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,23 ,298 ,7 ,65 ,7 ,Full-Time ,16 ,0
Strategy Beyond Markets ,Spring 2019 ,"Teso, Edoardo" ,KPPI-441-0 (31) ,Spring 2019 Bidding Phase II ,KPPI ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,47 ,251 ,18 ,50 ,18 ,Full-Time ,29 ,0
Managing Organizations for Growth ,Spring 2019 ,"Ocasio, William" ,MORS-946-5 (41) ,Spring 2019 Bidding Phase II ,MORS ,Evanston ,Wed 6:30PM - 9:30PM ,6 ,250 ,3 ,10 ,3 ,E&W ,3 ,0
New Venture Discovery ,Spring 2019 ,"Vehovsky, Gabe" ,KIEI-462-0 (42) ,Spring 2019 Bidding Phase I ,KIEI ,Evanston ,Tue 6:30PM - 9:30PM ,5 ,250 ,5 ,5 ,5 ,E&W ,0 ,0
Operations Management ,Spring 2019 ,"Bassamboo, Achal" ,OPNS-430-0 (32) ,Spring 2019 Bidding Phase I ,OPNS ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,90 ,250 ,65 ,65 ,65 ,Full-Time ,25 ,0
Negotiations Fundamentals ,Spring 2019 ,"Kteily, Nour" ,MORS-472-5 (81) ,Spring 2019 Bidding Phase I ,MORS ,Chicago ,Mon 6:00PM - 9:00PM ,5 ,250 ,5 ,5 ,5 ,Weekend ,0 ,0
Negotiations Fundamentals ,Spring 2019 ,"McClanahan, Kaylene" ,MORS-472-5 (81) ,Spring 2019 Bidding Phase I ,MORS ,Chicago ,Mon 6:00PM - 9:00PM ,5 ,250 ,5 ,5 ,5 ,Weekend ,0 ,0
Game Theory and Strategic Decisions ,Spring 2019 ,"Dale, Donald" ,MECN-452-0 (32) ,Spring 2019 Bidding Phase I ,MECN ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,184 ,210 ,63 ,65 ,63 ,Full-Time ,121 ,0
Advertising Strategy ,Spring 2019 ,"Rucker, Derek" ,MKTG-454-0 (32) ,Spring 2019 Bidding Phase I ,MKTG ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,128 ,210 ,61 ,65 ,61 ,Full-Time ,67 ,0
Negotiations Fundamentals ,Spring 2019 ,"Kteily, Nour" ,MORS-472-5 (81) ,Spring 2019 Bidding Phase I ,MORS ,Chicago ,Mon 6:00PM - 9:00PM ,41 ,202 ,30 ,31 ,30 ,Evening ,8 ,0
Negotiations Fundamentals ,Spring 2019 ,"McClanahan, Kaylene" ,MORS-472-5 (81) ,Spring 2019 Bidding Phase I ,MORS ,Chicago ,Mon 6:00PM - 9:00PM ,41 ,202 ,30 ,31 ,30 ,Evening ,8 ,0
Capital Markets ,Spring 2019 ,"Braun, Phillip" ,FINC-950-0 (32) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,118 ,200 ,49 ,50 ,49 ,Full-Time ,69 ,0
Business Analytics I ,Spring 2019 ,"Tahbaz-Salehi, Alireza" ,DECS-430-5 (81) ,Spring 2019 Bidding Phase II ,DECS ,Chicago ,Non-Standard Meetings ,3 ,200 ,3 ,20 ,3 ,Evening ,0 ,0
Advertising Strategy ,Spring 2019 ,"Rucker, Derek" ,MKTG-454-0 (31) ,Spring 2019 Bidding Phase I ,MKTG ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,112 ,200 ,64 ,65 ,64 ,Full-Time ,48 ,0
"Consumers, Culture, and Leadership" ,Spring 2019 ,"Carpenter, Gregory" ,MKTG-918-0 (41) ,Spring 2019 Bidding Phase I ,MKTG ,Evanston ,Mon 6:30PM - 9:30PM ,10 ,200 ,10 ,10 ,10 ,E&W ,0 ,0
"Consumers, Culture, and Leadership" ,Spring 2019 ,"Carpenter, Gregory" ,MKTG-918-0 (31) ,Spring 2019 Bidding Phase II ,MKTG ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,44 ,185 ,21 ,50 ,21 ,Full-Time ,23 ,0
Finance II ,Spring 2019 ,"Hampole, Menaka" ,FINC-431-0 (33) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,83 ,172 ,50 ,50 ,50 ,Full-Time ,29 ,0
Finance II ,Spring 2019 ,"Matsa, David" ,FINC-431-0 (33) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,83 ,172 ,50 ,50 ,50 ,Full-Time ,29 ,0
Finance II ,Spring 2019 ,"Matsa, David" ,FINC-431-0 (32) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,98 ,161 ,50 ,50 ,50 ,Full-Time ,44 ,0
Finance II ,Spring 2019 ,"Hampole, Menaka" ,FINC-431-0 (32) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,98 ,161 ,50 ,50 ,50 ,Full-Time ,44 ,0
Customer Analytics ,Spring 2019 ,"McShane, Blake" ,MKTG-482-0 (32) ,Spring 2019 Bidding Phase I ,MKTG ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,163 ,153 ,64 ,65 ,64 ,Full-Time ,99 ,0
Corporate Innovation and New Ventures ,Spring 2019 ,"DeBiase, Dean" ,KIEI-903-0 (91) ,Spring 2019 Bidding Phase I ,KIEI ,Chicago ,Mon 6:00PM - 9:00PM ,7 ,152 ,7 ,7 ,7 ,Weekend ,0 ,0
Corporate Innovation and New Ventures ,Spring 2019 ,"Earle, Jr., Paul" ,KIEI-903-0 (91) ,Spring 2019 Bidding Phase I ,KIEI ,Chicago ,Mon 6:00PM - 9:00PM ,7 ,152 ,7 ,7 ,7 ,Weekend ,0 ,0
Behavioral Marketing Science ,Spring 2019 ,"Lee, Angela" ,MKTG-959-0 (41) ,Spring 2019 Bidding Phase II ,MKTG ,Evanston ,Tue 1:30PM - 4:30PM ,29 ,151 ,18 ,48 ,18 ,Full-Time ,11 ,0
Negotiations Fundamentals ,Spring 2019 ,"Kteily, Nour" ,MORS-472-5 (41) ,Spring 2019 Bidding Phase II ,MORS ,Evanston ,Tue 1:30PM - 4:30PM ,2 ,150 ,1 ,3 ,1 ,E&W ,1 ,0
Strategy and Execution for a Successful Healthcare Delivery System ,Spring 2019 ,"Weinstein, James" ,HCAK-935-5 (41) ,Spring 2019 Bidding Phase II ,HCAK ,Evanston ,Mon 6:30PM - 9:30PM ,3 ,150 ,3 ,10 ,3 ,E&W ,0 ,0
Innovation in Financial Services Markets ,Spring 2019 ,"Markovich, Sarit" ,STRT-461-5 (81) ,Spring 2019 Bidding Phase II ,STRT ,Chicago ,Mon 6:00PM - 9:00PM ,4 ,150 ,3 ,50 ,3 ,Evening ,1 ,0
Marketing Research and Analytics ,Spring 2019 ,"Bockenholt, Ulf" ,MKTG-450-0 (31) ,Spring 2019 Bidding Phase II ,MKTG ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,37 ,144 ,19 ,48 ,19 ,Full-Time ,18 ,0
Supply Chain Management ,Spring 2019 ,"Bassamboo, Achal" ,OPNS-455-0 (31) ,Spring 2019 Bidding Phase I ,OPNS ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,117 ,122 ,70 ,70 ,70 ,Full-Time ,47 ,0
"Mergers and Acquisitions, LBOs and Corporate Restructuring" ,Spring 2019 ,"Liberti, Jose Maria" ,FINC-448-0 (41) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Mon 6:30PM - 9:30PM ,50 ,121 ,38 ,38 ,38 ,Full-Time ,12 ,0
Strategy and Organization ,Spring 2019 ,"Powell, Michael" ,STRT-452-0 (33) ,Spring 2019 Bidding Phase I ,STRT ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,99 ,101 ,64 ,65 ,64 ,Full-Time ,20 ,0
Marketing Strategy for Growth and Defense ,Spring 2019 ,"Krishnamurthi, Lakshman" ,MKTG-466-0 (81) ,Spring 2019 Bidding Phase I ,MKTG ,Chicago ,Tue 6:00PM - 9:00PM ,5 ,100 ,5 ,9 ,5 ,Weekend ,4 ,0
Urban Economic Development and Real Estate Market Analysis ,Spring 2019 ,"Mattoon, Richard" ,REAL-443-5 (41) ,Spring 2019 Bidding Phase I ,REAL ,Evanston ,Thu 6:30PM - 9:30PM ,15 ,100 ,10 ,10 ,10 ,E&W ,5 ,0
"Blockchain Technology, Digital Assets, and the Future of Finance" ,Spring 2019 ,"Wieandt, Axel" ,FINC-965-5 (41) ,Spring 2019 Bidding Phase I ,FINC ,Evanston ,Thu 6:30PM - 9:30PM ,11 ,100 ,10 ,10 ,10 ,E&W ,1 ,0
"Blockchain Technology, Digital Assets, and the Future of Finance" ,Spring 2019 ,"Wieandt, Axel" ,FINC-965-5 (41) ,Spring 2019 Bidding Phase II ,FINC ,Evanston ,Thu 6:30PM - 9:30PM ,1 ,100 ,1 ,10 ,1 ,E&W ,0 ,0
Entrepreneurial Tools for Digital Marketing ,Spring 2019 ,"Johnson, Sean" ,MKTG-961-5 (81) ,Spring 2019 Bidding Phase I ,MKTG ,Chicago ,Thu 6:00PM - 9:00PM ,10 ,100 ,7 ,7 ,7 ,Weekend ,3 ,0
Game Theory and Strategic Decisions ,Spring 2019 ,"Dale, Donald" ,MECN-452-0 (31) ,Spring 2019 Bidding Phase I ,MECN ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,121 ,100 ,65 ,65 ,65 ,Full-Time ,56 ,0
Business-to-Business (B2B) Marketing ,Spring 2019 ,"Berggren, Eric" ,MKTG-453-0 (41) ,Spring 2019 Bidding Phase II ,MKTG ,Evanston ,Tue 1:30PM - 4:30PM ,40 ,55 ,27 ,60 ,27 ,Full-Time ,13 ,0
